timestamp,chain,chain_name,from_token,to_token,usd_amount,token_amount,project,expectedAmount,efficiency,latency_ms,from_amount_usd,to_amount_usd
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,Velora Delta,977734.295287,100.7411%,2894,970166.6666666667,977356.8898490192
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,Velora,977718.13468,100.7395%,1827,970166.6666666667,977340.7354800135
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,1inch_fusion,977681.770052,100.7357%,453,970166.66656965,977304.3848887599
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,1inch,976773.8888202007,100.6422%,436,970166.66656965,976396.854099116
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,KyberSwap,975984.790645,100.5609%,5963,970166.6666666667,975608.060515811
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,Odos,975902.408654,100.5524%,1616,970166.6666666667,975525.7103242596
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,0x,975878.22,100.5499%,512,970166.66656965,975501.53100708
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,OpenOcean,975823.057734,100.5442%,1381,970166.6665696499,975446.3900337147
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,Fly,975800.557915,100.5419%,389,970166.66656965,975423.8988996448
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,SushiSwap,975776.396998,100.5394%,237,970166.6665696499,975399.7473087588
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,Bebop,975776.396998,100.5394%,611,970166.6665696499,975399.7473087588
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,Nordstern Finance,975700.654508,100.5316%,530,970166.66656965,975324.0340553599
2026-01-27_19-58-12,Mainnet,Ethereum,WBTC,USDC,1000000,11.11111111111111,CoW Swap,975420.348523,100.5028%,389,970166.3225485501,975043.8362684702
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,Bebop,9914.730155,101.5680%,649,9757.9,9910.90306916017
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,CoW Swap,9913.283898,101.5534%,463,9757.876734343092,9909.457370415372
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,Nordstern Finance,9912.680778,101.5470%,514,9757.900000000001,9908.854483219691
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,Velora,9912.39,101.5440%,798,9757.9,9908.563817459999
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,Velora Delta,9912.049629,101.5405%,815,9757.9,9908.223577843206
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,Fly,9911.76398,101.5376%,469,9757.900000000001,9907.93803910372
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,OpenOcean,9911.75875,101.5376%,1924,9757.9,9907.9328111225
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,0x,9911.749999999998,101.5375%,491,9757.900000000001,9907.924064499999
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,KyberSwap,9911.649627,101.5364%,1965,9757.9,9907.82373024398
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,1inch_fusion,9911.37179,101.5336%,347,9757.900000000001,9907.54600048906
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,SushiSwap,9910.567518,101.5253%,226,9757.9,9906.742038938051
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,Odos,9910.517309,101.5248%,3354,9757.900000000001,9906.691849318726
2026-01-27_19-58-12,Base,Base,ETH,USDC,10000,3.3333333333333335,1inch,9905.375568835507,101.4722%,219,9757.900000000001,9901.552093865936
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,KyberSwap,99128.450025,101.5487%,2329,97579.0,99090.18644329035
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,0x,99111.85999999999,101.5317%,536,97579.0,99073.60282203999
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,Bebop,99097.556412,101.5170%,814,97579.0,99059.30475522498
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,Velora Delta,99094.233193,101.5136%,1055,97579.0,99055.9828189875
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,Velora,99087.928506,101.5072%,1348,97579.0,99049.68056559667
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,1inch_fusion,99086.401666,101.5056%,266,97579.0,99048.15431495693
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,Odos,99081.645829,101.5007%,1648,97579.0,99043.40031371001
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,Fly,99079.9054,101.4990%,373,97579.0,99041.6605565156
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,Nordstern Finance,99077.684042,101.4967%,486,97579.0,99039.44005595979
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,OpenOcean,99071.376083,101.4902%,2525,97579.0,99033.13453183195
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,SushiSwap,99067.496361,101.4862%,325,97579.0,99029.25630740465
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,1inch,99029.28714439418,101.4471%,1074,97579.0,98991.06183955645
2026-01-27_19-58-12,Base,Base,ETH,USDC,100000,33.333333333333336,CoW Swap,94669.347173,96.9807%,403,97578.97679248767,94632.80480499122
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,Velora Delta,990758.528072,101.4948%,1248,975789.9999999999,990376.0952801643
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,1inch_fusion,990725.324405,101.4914%,380,975789.9999999999,990342.9044297796
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,Velora,990680.350341,101.4868%,1117,975789.9999999999,990297.9477257684
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,0x,990540.79,101.4725%,581,975789.9999999999,990158.44125506
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,KyberSwap,990293.540836,101.4472%,8009,975789.9999999999,989911.2875292373
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,OpenOcean,989926.612589,101.4096%,3476,975789.9999999999,989544.5009165406
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,Fly,989919.790072,101.4089%,426,975789.9999999999,989537.6810330322
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,Odos,989860.842344,101.4028%,1775,975789.9999999999,989478.7560588552
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,Nordstern Finance,989547.80287,101.3708%,464,975789.9999999999,989165.8374180922
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,SushiSwap,989510.40847,101.3669%,559,975789.9999999999,989128.4574523306
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,1inch,989382.5458574995,101.3538%,410,975789.9999999999,989000.6441947984
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,Bebop,989290.521198,101.3444%,806,975789.9999999999,988908.6550568176
2026-01-27_19-58-12,Base,Base,ETH,USDC,1000000,333.3333333333333,CoW Swap,682195.541859,69.8851%,395,975789.9668368052,681932.2143798424
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,KyberSwap,9930.833852,101.5914%,484,9757.9,9913.186760244995
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,Bebop,9928.92915,101.5719%,503,9757.9,9911.28544290045
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,SushiSwap,9928.771724,101.5703%,236,9757.9,9911.128296646451
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,Fly,9928.46273,101.5671%,449,9757.900000000001,9910.81985172879
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,OpenOcean,9926.538958,101.5475%,2332,9757.9,9908.899498271632
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,Odos,9926.157206,101.5436%,1199,9757.900000000001,9908.518424644937
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,1inch_fusion,9926.063348,101.5426%,325,9757.900000000001,9908.424733430604
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,0x,9926.02,101.5422%,1591,9757.900000000001,9908.38146246
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,Velora Delta,9925.678201,101.5387%,1589,9757.9,9908.040270836824
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,Velora,9925.206652,101.5338%,1683,9757.9,9907.569559779397
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,Nordstern Finance,9925.103908,101.5328%,429,9757.900000000001,9907.466998355483
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,1inch,9921.497970001505,101.4959%,304,9757.900000000001,9903.867468108812
2026-01-27_19-58-12,Base,Base,ETH,USDT,10000,3.3333333333333335,CoW Swap,7667.63437,78.4394%,501,9757.868716260518,7654.00898372451
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,0x,99259.2,101.5411%,724,97579.0,99082.8164016
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,KyberSwap,99255.553984,101.5374%,7716,97579.0,99079.17686457043
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,Bebop,99243.622362,101.5252%,730,97579.0,99067.26644506272
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,SushiSwap,99241.14344,101.5227%,358,97579.0,99064.79192810712
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,Velora Delta,99240.668939,101.5222%,995,97579.0,99064.31827029539
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,Velora,99238.653511,101.5201%,931,97579.0,99062.30642371095
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,1inch_fusion,99234.935888,101.5163%,391,97579.0,99058.59540692702
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,Nordstern Finance,99232.122353,101.5134%,449,97579.0,99055.78687157872
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,Fly,99225.610412,101.5068%,516,97579.0,99049.28650229787
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,Odos,99219.943952,101.5010%,1586,97579.0,99043.63011159729
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,OpenOcean,99217.93737,101.4989%,2485,97579.0,99041.6270952935
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,1inch,99177.60334538466,101.4577%,291,97579.0,99001.36474423991
2026-01-27_19-58-12,Base,Base,ETH,USDT,100000,33.333333333333336,CoW Swap,25407.292328,25.9914%,511,97578.96866219053,25362.143569533142
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,KyberSwap,992055.936186,101.4863%,7182,975789.9999999999,990293.0527873974
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,Velora Delta,991754.888897,101.4555%,828,975789.9999999999,989992.54045943
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,1inch_fusion,991635.219021,101.4432%,342,975789.9999999999,989873.0832367996
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,Velora,991581.319303,101.4377%,1512,975789.9999999999,989819.2792985985
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,0x,991334.8099999999,101.4125%,775,975789.9999999999,989573.2080426299
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,Odos,990847.220946,101.3626%,1345,975789.9999999999,989086.4854343788
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,Fly,990820.01094,101.3599%,457,975789.9999999999,989059.3237805596
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,OpenOcean,990674.073866,101.3449%,2372,975789.9999999999,988913.6460367402
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,Nordstern Finance,990627.89971,101.3402%,677,975789.9999999999,988867.5539322153
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,Bebop,990393.292012,101.3162%,886,975789.9999999999,988633.3631320946
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,SushiSwap,990390.726524,101.3159%,589,975789.9999999999,988630.8022029669
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,1inch,990196.0360192754,101.2960%,223,975789.9999999999,988436.4576632691
2026-01-27_19-58-12,Base,Base,ETH,USDT,1000000,333.3333333333333,CoW Swap,978206.905622,100.0696%,234,975789.9391106341,976468.6319507096
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,1inch,2.724070073771416,100.0806%,231,9757.900000000001,9765.763973769788
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,KyberSwap,2.7200082641676437,99.9314%,4672,9757.9,9751.20242695836
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,Nordstern Finance,2.720003226508124,99.9312%,519,9757.900000000001,9751.18436699936
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,0x,2.719976462413,99.9302%,644,9757.900000000001,9751.08841798598
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,OpenOcean,2.719976462413,99.9302%,1827,9757.9,9751.08841798598
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,Velora,2.719976462411,99.9302%,1285,9757.9,9751.08841797881
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,Odos,2.7199764623912803,99.9302%,891,9757.900000000001,9751.088417908115
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,SushiSwap,2.719967372728937,99.9299%,143,9757.9,9751.055831559512
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,Fly,2.719967372728937,99.9299%,416,9757.900000000001,9751.055831559512
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,Bebop,2.719967372728937,99.9299%,450,9757.9,9751.055831559512
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,Velora Delta,2.719961123090144,99.9296%,1226,9757.9,9751.033426666934
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,1inch_fusion,2.7197044647667585,99.9202%,237,9757.900000000001,9750.11330914418
2026-01-27_19-58-12,Base,Base,ETH,wstETH,10000,3.3333333333333335,CoW Swap,2.7194292489789462,99.9102%,454,9757.888452626046,9749.126663297031
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,1inch,27.240591667676714,100.0802%,350,97579.0,97657.24872270433
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,KyberSwap,27.19992173655185,99.9308%,12348,97579.0,97511.44742632101
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,Nordstern Finance,27.199887232985283,99.9306%,547,97579.0,97511.3237313799
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,Velora,27.19965572511346,99.9298%,781,97579.0,97510.4937779745
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,Fly,27.199636646888546,99.9297%,321,97579.0,97510.42538272896
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,Odos,27.199634187733007,99.9297%,2030,97579.0,97510.41656668094
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,SushiSwap,27.199634186912412,99.9297%,156,97579.0,97510.41656373913
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,Bebop,27.199634186912412,99.9297%,617,97579.0,97510.41656373913
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,OpenOcean,27.199634186912412,99.9297%,2035,97579.0,97510.41656373913
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,0x,27.19963418691241,99.9297%,688,97579.0,97510.41656373911
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,Velora Delta,27.199627914706777,99.9297%,608,97579.0,97510.39407794464
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,1inch_fusion,27.196935760991103,99.9198%,287,97579.0,97500.74273379549
2026-01-27_19-58-12,Base,Base,ETH,wstETH,100000,33.333333333333336,CoW Swap,27.194212587735382,99.9098%,383,97578.98849010731,97490.98018490546
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,1inch,272.396350978481,100.0767%,308,975789.9999999999,976538.1942943445
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,Nordstern Finance,272.0163145102117,99.9371%,459,975789.9999999999,975175.7673559638
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,KyberSwap,271.9965460693958,99.9298%,6205,975789.9999999999,975104.8976933231
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,Odos,271.99313316817427,99.9285%,1439,975789.9999999999,975092.662476573
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,0x,271.99308610637553,99.9285%,620,975789.9999999999,975092.4937604951
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,Fly,271.9923661068441,99.9283%,337,975789.9999999999,975089.9125693749
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,OpenOcean,271.9921983646301,99.9282%,2077,975789.9999999999,975089.3112152152
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,Velora,271.98441407479214,99.9253%,824,975789.9999999999,975061.404613989
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,1inch_fusion,271.9840850228493,99.9252%,341,975789.9999999999,975060.2249660644
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,CoW Swap,271.93242576089045,99.9062%,462,975789.9883610671,974875.0270285346
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,SushiSwap,271.8985777951149,99.8938%,325,975789.9999999999,974753.6824097089
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,Bebop,271.8985777951149,99.8938%,1251,975789.9999999999,974753.6824097089
2026-01-27_19-58-12,Base,Base,ETH,wstETH,1000000,333.3333333333333,Velora Delta,271.8502489545994,99.8760%,679,975789.9999999999,974580.4239997492
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,Nordstern Finance,3.0675647189075703,99.9914%,612,9757.900000000001,9757.064452723687
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,KyberSwap,3.0673193137501853,99.9834%,5030,9757.9,9756.283887631489
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,0x,3.067281202597838,99.9822%,598,9757.900000000001,9756.162666726994
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,Fly,3.067279947222691,99.9822%,379,9757.900000000001,9756.158673730157
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,Velora,3.0672798125188843,99.9822%,1075,9757.9,9756.158245275064
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,Odos,3.0672754330427936,99.9820%,756,9757.900000000001,9756.144315387874
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,SushiSwap,3.0672724969220377,99.9819%,124,9757.9,9756.134976409863
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,Bebop,3.0672724969220377,99.9819%,456,9757.9,9756.134976409863
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,Velora Delta,3.067270490311673,99.9818%,764,9757.9,9756.128593944144
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,OpenOcean,3.067267469934,99.9817%,944,9757.9,9756.118986968471
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,1inch_fusion,3.0669731571258936,99.9722%,416,9757.900000000001,9755.182860333472
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,CoW Swap,3.0666533225134054,99.9619%,250,9757.88566254069,9754.165555984839
2026-01-27_19-58-12,Base,Base,ETH,weETH,10000,3.3333333333333335,1inch,3.0657462788803063,99.9322%,401,9757.900000000001,9751.280504160168
2026-01-27_19-58-12,Base,Base,ETH,weETH,100000,33.333333333333336,KyberSwap,30.67241928960068,99.9809%,3367,97579.0,97560.37748281867
2026-01-27_19-58-12,Base,Base,ETH,weETH,100000,33.333333333333336,Odos,30.671995662613963,99.9795%,802,97579.0,97559.03004398948
2026-01-27_19-58-12,Base,Base,ETH,weETH,100000,33.333333333333336,0x,30.671994716020052,99.9795%,658,97579.0,97559.0270331393
2026-01-27_19-58-12,Base,Base,ETH,weETH,100000,33.333333333333336,Velora,30.671968911318633,99.9794%,1088,97579.0,97558.94495560939
2026-01-27_19-58-12,Base,Base,ETH,weETH,100000,33.333333333333336,OpenOcean,30.671730046654,99.9787%,1938,97579.0,97558.18519399331
2026-01-27_19-58-12,Base,Base,ETH,weETH,100000,33.333333333333336,1inch_fusion,30.66892172678398,99.9695%,643,97579.0,97549.25271481634
2026-01-27_19-58-12,Base,Base,ETH,weETH,100000,33.333333333333336,CoW Swap,30.66583465594374,99.9595%,517,97578.91481761605,97539.43360685337
2026-01-27_19-58-12,Base,Base,ETH,weETH,100000,33.333333333333336,Fly,30.66305677399144,99.9504%,389,97579.0,97530.59794217005
2026-01-27_19-58-12,Base,Base,ETH,weETH,100000,33.333333333333336,1inch,30.656655861995926,99.9295%,347,97579.0,97510.23843336767
2026-01-27_19-58-12,Base,Base,ETH,weETH,100000,33.333333333333336,Velora Delta,30.18932076529891,98.4062%,1168,97579.0,96023.77634460155
2026-01-27_19-58-12,Base,Base,ETH,weETH,100000,33.333333333333336,Bebop,28.507741285800947,92.9249%,725,97579.0,90675.14286257279
2026-01-27_19-58-12,Base,Base,ETH,weETH,1000000,333.3333333333333,Odos,240.5583304412787,78.4133%,1682,975789.9999999999,765148.692801184
2026-01-27_19-58-12,Base,Base,ETH,weETH,1000000,333.3333333333333,0x,238.2885576391032,77.6734%,607,975789.9999999999,757929.1810538482
2026-01-27_19-58-12,Base,Base,ETH,weETH,1000000,333.3333333333333,OpenOcean,237.11533102606384,77.2910%,2469,975789.9999999999,754197.4757012217
2026-01-27_19-58-12,Base,Base,ETH,weETH,1000000,333.3333333333333,KyberSwap,235.67282351782953,76.8208%,8499,975789.9999999999,749609.2632196307
2026-01-27_19-58-12,Base,Base,ETH,weETH,1000000,333.3333333333333,1inch,213.5343737816739,69.6044%,397,975789.9999999999,679193.0533748458
2026-01-27_19-58-12,Base,Base,ETH,weETH,1000000,333.3333333333333,1inch_fusion,213.46786775942746,69.5828%,419,975789.9999999999,678981.5163397661
2026-01-27_19-58-12,Base,Base,ETH,weETH,1000000,333.3333333333333,CoW Swap,213.4283231446394,69.5699%,452,975789.9885665398,678855.7359926173
2026-01-27_19-58-12,Base,Base,ETH,weETH,1000000,333.3333333333333,Nordstern Finance,202.37644153396243,65.9673%,506,975789.9999999999,643702.795115905
2026-01-27_19-58-12,Base,Base,ETH,weETH,1000000,333.3333333333333,Fly,199.8901835221061,65.1569%,412,975789.9999999999,635794.7045324333
2026-01-27_19-58-12,Base,Base,ETH,weETH,1000000,333.3333333333333,Bebop,129.86204336152986,42.3303%,1487,975789.9999999999,413054.79856088525
2026-01-27_19-58-12,Base,Base,ETH,weETH,1000000,333.3333333333333,SushiSwap,15.418865120515646,5.0260%,576,975789.9999999999,49043.09266612652
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,Nordstern Finance,10013.838099,99.9990%,481,9996.14,9996.043508698078
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,KyberSwap,10013.276543,99.9934%,7999,9996.14,9995.48295058309
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,OpenOcean,10013.234126,99.9930%,960,9996.14,9995.440608958097
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,SushiSwap,10013.22372,99.9929%,185,9996.14,9995.43022144956
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,Fly,10013.22372,99.9929%,728,9996.14,9995.43022144956
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,Bebop,10013.22372,99.9929%,807,9996.14,9995.43022144956
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,Velora,10013.22372,99.9929%,806,9996.14,9995.43022144956
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,Odos,10013.223717,99.9929%,1111,9996.14,9995.43021845489
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,0x,10013.22,99.9929%,589,9996.14,9995.42650806
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,Velora Delta,10013.20164,99.9927%,812,9996.14,9995.40818068572
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,1inch_fusion,10012.222397,99.9829%,328,9996.14,9994.43067780053
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,1inch,10011.22107897898,99.9729%,400,9996.14,9993.431139121634
2026-01-27_19-58-12,Base,Base,USDC,USDT,10000,10000.0,CoW Swap,10011.189263,99.9730%,337,9996.100107404487,9993.39937967965
2026-01-27_19-58-12,Base,Base,USDC,USDT,100000,100000.0,Nordstern Finance,100141.326683,100.0020%,636,99961.4,99963.37554548432
2026-01-27_19-58-12,Base,Base,USDC,USDT,100000,100000.0,KyberSwap,100132.387678,99.9930%,9886,99961.4,99954.45242509618
2026-01-27_19-58-12,Base,Base,USDC,USDT,100000,100000.0,Fly,100132.195462,99.9929%,396,99961.4,99954.26055066402
2026-01-27_19-58-12,Base,Base,USDC,USDT,100000,100000.0,OpenOcean,100131.960473,99.9926%,2068,99961.4,99954.02597923948
2026-01-27_19-58-12,Base,Base,USDC,USDT,100000,100000.0,Velora,100131.958928,99.9926%,753,99961.4,99954.02443698494
2026-01-27_19-58-12,Base,Base,USDC,USDT,100000,100000.0,Odos,100131.94791,99.9926%,3656,99961.4,99954.01343856392
2026-01-27_19-58-12,Base,Base,USDC,USDT,100000,100000.0,Velora Delta,100131.92085,99.9926%,826,99961.4,99953.98642664954
2026-01-27_19-58-12,Base,Base,USDC,USDT,100000,100000.0,SushiSwap,100131.893808,99.9926%,152,99961.4,99953.95943270318
2026-01-27_19-58-12,Base,Base,USDC,USDT,100000,100000.0,Bebop,100131.893808,99.9926%,518,99961.4,99953.95943270318
